review,rating
Tolong dong admin ini aplikasi aneh bgt setelah di update dan coba log in ada notif informasi login tidak sesuai. Sebelum update bisa² aja dan ga pernah ganti password atau email. Aneh bgt di update bukan makin bagus malah sering eror,1
sekarang kenapa setiap saya login selalu koneksi internet bermasalah? padahal koneksi internet saya sedang stabil?,5
👍👍,5
sangat membantu,5
"setelah update malah gak jelas.. akun tidak terdaftar, salah password dan macem lah.. sebelum nya aman aman aja..",1
"setelah katanya ada maintenance aplikasi minggu lalu, malah makin susah diakses.. tolong diperbaiki...",1
bagus sekali,5
knp gak bisa di buka yak . pdahal abis update . tapi ttep harus update lagi..,5
"sering susah login padahal pakai wifi,... yang lebih anehnya lagi kekuatan sinyal wifi di 14,35kb hingga menurun di 00,00kb tolong dong servernya tingkatkan lagi",5
"definis sistem pemerintah selalu bobrok, email & pass udh sesuai masih ga bisa login 🗿",1
lelet,1
mantap sih,5
"habis update malah gajelas makin susah mau login aja susah, pastikan koneksi internet terhubung padahal udah pake wifi pula, suka keluar² sendiri, cek saldo kadang bisa kadang gak bisa, kocak banget dah",2
"kenapa semakin kesini semakin sering error atau gimana. cek saldo keanggotaan masih aktip,pembayaran terakhir tgl 15,setelah ganti bulan baru tanggal 12 masak tidak terdaftar/tidak aktif.",2
untuk saat ini sangat mengecewakan.. tidak bisa login sekali nya bisa tidak bisa cek saldo,1
ok,5
baik,5
"setelah saya perbaharui aplikasi, malah tidak bisa login dan keterangan tidak ada sinyal, padahal kondisi sinyal bagus, dan sudah coba menggunakan wifi segala tetap sama tidak bisa login",1
kenapa setelah di apdate jmo mala tidak bisa di buka,1
sangat buryk,1
malah gabisa log in. aneh,3
jos,5
setelah update kok dari yang gampang login makin susah login .. gimana ceritanya ini makin buruk aja,1
login gak bisa pass salah ini aplikasi ap buat susah .,1
sampe berkali2 masuk dan reset sandi gk bisa2 masuk.ada apa ini ???,1
"bukan nye habis update tambah bagus aplikasi nya,ini tambah bobrok mau login aja gak bisa",1
aplikasi government pada busuk,1
Tolong dong di perbaiki..setelah di update bukan nya tambah gampang masuk login...malah sampe pake wifi paling bagus..masih suruh konekin internet,5
tolong di perbaiki untuk apk nya masa saya tida bisa masuk . sudah masuk tida bisa cek saldo JHT tolong segera di perbaiki,4
"sudah memasukan data email dan password betul. katanya salah tidak sesuai....!! padahal saya tidak pernah ganti password..! malah ada notif informasi login tidak sesuai. dan harus menghubungi kantor cabang...!! payah jamsostek.!!!!! coba dong sistem nya d perbaiki. jangan gara"" ada BSU sistem jadi bobrok...!!!",1
Sistem nya Lemot,3
habis di update malah jadi eror,1
"setelah di update malah gagal login,aneh",1
"gimana ini udh di donlowd malah suruh pembaruan tapi pembaruan ga bisa,,gimana ini masa yg kaya gini harus lapor ke presiden atw pejabat pejabat si",1
"saya mendapatkan kendala di aplikasi JMO ini , saat mengisi pengkinian data , saya kira kendala nya di verifikasi wajah yang agak susah tetapi setelah saya mengisi semua setelah di tahap 6 kenapa saya konfirmasi tidak terhubung server padahal sinyal bagus ,saya coba memakai wifi juga sama saja . tolong di perbaiki🙏",3
GK bisa masuk nya susah,3
mantap,5
semenjak update malah Ndk bisa login.. email dan password dah benar. makin kacau ini aplikasi. .,1
"apk bermasalah akun sudah benar malah dibilang ga terdaftar,sudah masuk malah ga bisa cek dan akun di non aktifkan, tolong diperbaiki",1
aplikasi terburuk terbodoh terbigal banyak lah masalah nya aplikasi ini tolol,1
setelah di update malah tidak bisa di buka,1
buruk sekali,1
baik,5
bagus,3
mantapp bozzqu,5
Bagus,4
"kami selalu ada jawaban sedang di verifikasi terus setiap masukan data,,,, temen kami langsung masuk dan proses sedangkan kami sedang di verifikasi terus ada di status bsu kami",4
"Segini dulu, karena pas buka JMO ada bacaan perbarui aplikasi, pas di klik di arahkan ke GooglePlay, ga ada pembaruan. Saya Uninstall, Install ulang, pas buka balik lagi suruh Perbarui Aplikasi. Bug nya benerin dong Dev",1
kurang nya CS,2
sangat membantu,5
"JMO kini lebih cepat, lebih mudah sekaligus flexible.",5
aplikasi gajelas udah bener semua malah tetep gabisa,1
bagus,5
mantap,5
jos,5
sangat membantu,5
baiiik sekali,5
app sdh sngat bagus,4
udah di update perbarui malah gak bisa login.,1
bagus bangettt,5
saya bingung pengkinian data saat ambil foto biometrik selalu gagal dah senyum dah apa.gimana sih,1
yeesssss bget,5
Memudahkan.,5
sangat bagus,5
bagus sekali dan sangat mudah,5
sangat membatu untuk mengecek status BPJS,5
membantu,5
👌,5
ok banget,5
semoga ini membantu keluarga saya,5
bagus,5
sangat baik dan memuaskan.,5
sangat bagus,5
👍👍👍,5
aplikasi butut,1
bagus banyak membantu,4
ok,5
ok,5
mantab👍,5
baik,5
mantap,5
Cpet aplikasi nya gercep,5
sangat membantu,5
Aplikasi busukk. Tololl,1
Alhamdulillah,4
mantap,5
aplikasi sering eror. ditinggatkan lagi sistemnya. tq,4
aplikasi top markutip,5
sangat membantu,5
sangat bagus dan membantu,5
good,4
bagus,4
mantafff,5
jempol,5
selalu update,5
"Server selalu ngedown, selalu (tidak terhubung dengan server)",2
kok nambah ribet sihhhh.....ngga bisa dibuka.....,1
oke,5
aplikasi nya sangat bagus,5
baik sekali,5
ok,5
bisa membantu,5
sangat membantu,5
agus,5
terima kasih jmo...,5
baik,5
kenapa sekarang ga bisa log in.. alamat email and pasword sudah benar.. gabisa di klik log in nya,5
bagus,5
bismillah semoga bisaa cair.. gampang dengan online ternyata,5
Bagus banyak manfaatnya,5
bagus,5
sangat membantu pekerja,5
"sangat bagus, jadi melek tunjangan",5
mantap tidak menyusah kan,5
"saya sudah perbarui aplikasi, tapi masih disuruh perbarui, dan di play store tidak ada perintah update aplikasi, tapi di aplikasi disuruh update, bisa kerja kah IT nya?",1
ok,5
baik,5
semoga tambah sukses,3
sangat membantu,5
"buat akun, akun sudah terdaftar ,giliran cari akun akun tidak di temukan",1
"Kupikir aku yg mmg salah atau lupa masukkan sandi, ternyta setelah kuliat comment yg lain juga mengalami kendala yang sama, email dh benar dimasukkan sama sandi, tpi ternyta ga bisa masuk. masuk ke penerima upah, sistem nya eror, krna aku coba 3x dengan email dan sandi yg sudah benar malah di suruh datangi ke cabang terdekat utk perbaiki. ini gmn apl. nya weh, aku mau cek brp saldo ku di dlm🥲",1
keren,5
Sangat membantu,5
"buka aplikasi JMO lupa sandi sdh ikuti lupa sandi....masukan email reset sandi tetap gabisa,,malah harus ke kantor cabang terdekat ribet ya🤦🏽‍♀️",1
mau login kok eror padahl sudah benar kok pasword sama email,5
𝕞𝕖𝕞𝕦𝕒𝕤𝕜𝕒𝕟,5
"tidak bisa login padahal email & password sudah sesuai, tolong segera diperbaiki",2
"udh download mau update ko gabsa , gimana ini",2
saya update kok gak ada gambarnya login. anehh!! Salah satu pelayanan yang buruk itu dari pemaksaan.,1
"susah bngt buat login, suka ngebug pas login sama pas mau lihat saldo jht",1
ini gimana ya. password sama email sudah benar kok tetap gak bisa login katanya salah. keburu dipakek malah ribet.,3
josss,5
"ada apa ya dengan aplikasi jmo, saya lihat ulasan hampir sama kendalanya, saya ga pernah ubah password tapi knp ga bisa masuk, Tolonh dong diperbaiki",2
good,5
ok,4
"email dan pssword udh bener, kebuka eh malah gak bisa liat saldo. cuma blank doang gimana sih",1
"woi ngapa password atau email salah, mana udah 3x salah ahhhhhh",1
udah update makin susah login susah cek saldo tak bisa,5
keren 👍,5
min kenapa setiap mau login selalu gk bisa alasan gk ada profilnya lah gk ada sinyal nya lah padahal mah sinyalnya bagus udah daftar juga masih kadang bisa kadang enggak mohon diperbaiki min,1
"berkali kali login gk bisa, katanya informasi login tidak sesuai. pdhl duh bener semua Email dan kata sandi. akhirnya reset kata sandi. msih GK bisa, aplikasi nya bermasalah. banyak ulasan tentang permasalahan login pdhl. apa tidak diperbaiki??",1
aplikasi sampah eror terus kalo buat aplikasi cari IT yang faham dan ngerti aplikasi sekelas jamsostek aplikasi eror parah,1
"habis di update malah nda bisa di buka sih, kacau kacau",1
nice,5
kenapa sekarang setelah di perbarui susah masuknya untuk login ya...?,1
blm q coba pake aplikasi ini semoga aja bisa membantu,1
sangat membantu,5
"Maaf mau tanyaJMo hb8s di update terbaru malah gk bsa cek saldo JHT knpa ya pak, buk",5
"malah gak bisa login, gimana ini",1
"tolong di benahi, mau masuk/login aja susah padahal email dan pswd benar, smpai ganti pswd jga masih sama, aku update ulang aplikasi tetap gk bisa masuk woi !",1
"saya mau login ko gagal terus di bilang jarangan harus terkoneksi sementara semua terkoneksi,ko makin payah aja ni",1
"habis update apk tidak bisa login, ganti password juga tetap tidak bisa. mau buka web sso juga gak bisa. gimana ini",2
"ko gagal trs login,,,,, sabotase atau apa ini, apa karna ada bansos",1
ini kenapa setelah di up malah gak bisa dibuka...email sama sandi saya gak pernah ganti loh...knapa gk bisa tlng inj gmna bpjs,3
setelah update ga bisa login,1
"aplikasi ruwet,gak bisa login,akun tidak di temukan",1
aplikasi busuk,1
terbaik,5
mantap,3
Tidak bisa mengajukan MLT Take Over KPR,1
bagaimana sih ini ada apa dengan servernya. stiap mau login selalu pasword salah email salah. terus lupa kata sandi. terus pake lupa kata sandi aku log in nya. servernya aman apa tidak.,2
"Setelah di update aplikasi nya malah akun tidak ditemukan dan kata sandi sama email salah padahal belum pernah ganti kata sandi dan email JMO, tolong perbaiki sistem nya jangan malah error begini aplikasinya",3
"aplikasi gembel, sering ga bisa login.",1
gabisa login pdhl email dan kata sandi sudah benarr g guna,1
aplikasi sampah 👎,1
aplikasi eror saat klaim bikin pusing saja,3
"Gak bisa di buka,selalu di arahkan ke play store",1
gak bisa login,1
Good,5
"bagaimana saya tidak bisa masuk padahal email sama sandi udah bener, padahal saya install ulang?",1
perbaiki dong saya tidak bisa melakukan pengkinian data di jmo,3
setelah di perbarui malah ga bisa login padahal ga pernah merasa ganti paswod,1
ga bisa cek KPJ,4
aplikasi sangat membantu peserta BPJS,5
"semenjak update malah banyak bug!! Susah login lah,sering eror lah. APLIKASI SAMPAH!!",1
kenapa tiba tiba ga bisa login ? sekali nya bisa login tapi ga bisa cek saldo,1
"knp sering bnget time erorr,timeout..bgitu mulu",5
jelek setelah update kga bisa masuk sama sekali....buruk banget,1
bagus,5
good,5
Praktis & nyaman dg aplikasi.,5
baik,5
bagus,5
mantap,5
bagus,5
"selalu keluar sendiri pak bos , pencocokan data pun susah selalu keluar lagi",2
sangat membantu dan bermanfaat..,5
gk bisa di andalkan,1
ok,5
cukup baik,5
makasih,5
sangat bermanfaat,3
cepat dan tepat,5
"Email invalid padahal belum ada perubahan,mohon di perbaiki di tahun 2022 ,dan di tahun 2025 minta update aplkasinya dan setelah di update terjadi lagi (salah pasword)Padahal pasword sudah sesuai",1
mantap sekali,4
ok,5
keren,5
👍👍👍👍,5
sangat membantu..pokoknya josss,5
bagus,5
pembaruan cepat,5
Ok,5
"sebelum aplikasi ny d updet biasa2 ajj bisa masuk dan bisa cek2 saldo,trs pas udh updet ko malah g bisa masuk,tulisan ny email tdk sesuai lah,password salah lah,padahal blm pernah ganti email,,ini gmn ini aplikasi semakin sini semakin g jls",1
sangat bagus,5
mantap,4
sanggat baik dan membantu,5
jelek banget gangguan mulu 🤦‍♀️,1
"baru beberapa hari di update,,, sekarang minta update lagi. apaan... gini.",3
"kurang efektif, banyak gangguan dari sistem apk yang perlu di perbaiki",2
Error mulu gajelas sulit amat,1
Aplikasi ribet pengkinian data nomor KPJ tidak sesuai padahal sudah sesuai dan BSU tahun 2025 tidak jelas kepastian nya !!!,1
sangan membantu,5
aplikasi nya bagus,4
Very Good and Nice,5
dengan adanya aplikasi ini jadi lebih mudah,5
gak bisa log-in gak bisa di buka aplikasinya,1
mudah mengoprasikan y,5
aplikasi paling tersibuk di dunia,1
"ini knp disurh perbarui, padahal baru download. kemaren error nya parah bgt, tolong dong Tim kerja sama nya",3
admin gimana ini saat update kenapa logout trus susah masuk akun tidak terdaftar padahal akun saya terdaftar,5
sangat baik,5
aplikasinya sering error. devolopernya tidak becus,1
smakin di update smakin ga jelas... susah buat diakses.. terjadi kesalahan mulu kocakkkkkk,2
good,5
oke baik,5
mantap sangat membantu,5
oke,5
ok,5
mantap,5
ok,5
"semoga tidak gangguan lagi,tdi suka hilang saldo",5
bnyak Gangguan,5
bagus,5
"kecewa..byr per 3 bln status sukses,Bpu masa aktif gk nambah dari tgl 6-12,sdh cek berkala,ke kantor bpjs disuruh ke kantor cabang tempat lain,dikasih no kantor cabang saya hub 15x lebih gk diangkat...",1
sangat mudah,5
tjakep,5
setelah di upgrade malah eror gmn bisa kan upgrade harus lebih bagus eh malah ga bisa login kacaaawwww,3
"aplikasi ini dibuat hanya untuk pencitraan, sekelas BPJS atau badan yg punya pemerintah pasti aja ada masalah, gk profesional!!! gimana ceritanya setelah di update malah gk dibuka, membagongkan,",1
pengecekan saldo jadi lebih mudah dan aman,5
lumayan berkembang,4
ok,5
mantab,5
bagus,5
ok,5
"ngisi data panjang"" pas udah mau slesai notifnya (tidak dapat terhubung ke server). sekelas pemerintahan negara besar punya IT nya cupu bgt kocak"".",1
JMO ok,5
mantap,5
sering eror mau login email/pasword udah benar masak tidak bisa masuk sampai 3x percobaan dengan email dan pasword yg sama udah bisa masuk mau pengkinian data tidak bisa jawabannya terjadi kesalahan kalau buat apk yg benar donk,1
semoga proses jmo lebih cepat dan baik,5
aplikasi gk jelas.dikt dikt PEMBARUAN. aneh ketara bgt si cr cuan dr pembaruan.. gk bisa apa gitu... 3th br pembaruan lg. ribet klo mau urgen penting buka lalu pembaruan.paham,1
top,5
gak bisa login,5
senang sakali apk ini,5
susah mau login aja,1
perbarui instalan terus yaaa... mohon pencerahan nya ini gmna aku g bis masuk akun,5
aplikasi setelah di update malah gak bisa di buka. kata sandi dan email tidak benar..padahal sebelum di update aman² aja,1
semiga lancar,5
"logout terus, pas login malah gk bisa masuk, padahal password dan emailnya udah bener, pas udag ganti sandi masih aja terbaca data tidak sesuai, gimana sih ini ?",1
keren,5
jmo lancar,5
kok pas mau kirim data kenapa selalu tidak terhubung ke server,1
bagus,5
sangat puas,5
ok,5
"aplikasi tidak bisa di gunakan, sudah di upgrad eh salah Email gmn si",4
bagus,5
"servernya jelek, buat pengkinian data masuknya sulit",2
baik u/tabungan setelah gak bekerja lg,5
sangat membantu kehidupan buruh... makasih,5
ingin menggunakan aplikasi untuk cek saldo,5
ok,5
good nice,5
Bagus,5
mau pembaruan data susah nya setiap isi selalu mental balik ke beranda awal,1
baik bagus,4
mantap,5
login masuknya susah,3
kenapa saat saya melakukan pengkinia data sudah selesai di isi saat konfirmasi selalu saja tidak dapat terhubung ke server.. sampai saya mengisi data berulang ulang dari awal tapi tetap saja nihil,1
bagus lah,5
sangat bagus,5
mudah di gunakan,5
login gagal ganti password ok.. done login gagal lg aplikasi. go.id kq sering error nya perawatan dan pemeliharaan spt nya ga ada,1
"setelah di update kenapa nggak bisa di buka, dan mintak update terus,",2
"apakah apk jmo baru troble? knapa tidak bisa login d apk jmo, pdhal email dan pasword sudah benar tapi d katakan slah dan jaringan tidak tersedia pdhal full data trimakasih",5
agak sulit masuk ke aplikasi katanya tidak sesuai bingung kita tapi sudah terdaftar,5
baik,5
semoga selalu menjadi lebih baik,5
"pas mau dibuka ada perintah update, dklik ga bisa. install ulang ttp muncul menu update. jadi malah ga bisa buka, ttp d menu harus update",5
di update tidak bisa login,2
"mohon segera diperbaiki sistem operasional prosedur, berhubung saya mau melakukan pengajuan claim JHT. namun tidak bisa melakukan pengkinian data.",1
ngaco ni sekarang masa gak bisa login . padahal email dan password tidak pernah berubah.. terus login pakai apa. uang rakyat Lo ini,3
kenapa gak bisa download aplikasinya,5
👍,5
sangat membantu,5
"adanya aplikasi bukannya mempermudah malah di bikin ribet, pengkinian data gak bisa melulu ada aja yg error,udah di coba beberapa kali pun tetep sama aja,ke kantor cabang minta pengarahan katanya device saya yang kurang mendukung dari ram hp saya yang cuma 4,saya coba di hp teman yang ram nya 8 tetep sama aja, sepertinya memang bukan dari spesifikasi hp tapi memang dari aplikasi nya saja.",1
bisa cek saldo tiap bulan...,5
sangat membantu,5
mantap,5
sangat membantu,5
"harus di un-instal dulu, kemudian download kembali. baru bisa dioperasikan lagi.",5
pelayanan cepat,5
baik,5
sangat membantu cek saldo,5
"AMPAS ! mau login aja di suruh update, padahal udah versi terbaru",1
ok,5
setelah di update malah tidak bisa login... tolong di perbaiki lagi pelayanan nya,1
oke good,5
sangat memudahkan kita👍🏼👍🏼👍🏼,4
"info pak untuk jmo saya gak bisa di buka, padahal email sama kata sandi sebelum update normal buat login. setelah update jadi gak bisa, tolong di perbaiki",1
"saya kasih bintang 5 yach,aplikasinya udah bagus.makasih",5
baik,5
gak jalan,1
"minta update malah muter-muter saja, ga selesai-selesai",1
eror mulu,1
beri tiga bintang dulu,5
bagus,5
"sesudah update malah tidak bisa log in ,,",5
aplikasi tebaik mmng,5
makin kacau skarang g bisa login,1
"setelah update malah ga bisa login , gak pernah ganti email sama password padahal , tolong di perbaiki lagi bug apk nya",5
baaiknlh,4
apk aneh ga bsa login,1
aplikasi cacat,1
"aplikasi ny benar"" tambah buruk masaa mau login ajh ribet banget pdhl email dan sandinya benar hadehhh",1
mantap,5
"klaim JP berkala jadi lama cairnya semenjak ada menu JP berkala di jmo, sebelumnya gak sampai 6 hari udah beres. skrg harus nunggu smpi 15hr. rumit.",4
mantap,5
memuasakan,5
ok,5
mantap,5
boleh juga aplikasi lu,5
dgn apk ini membantu dan mempermudah,5
setelah diupdate malah gk bisa dibuka sama seklai minta perbarui terusss,1
malah error ga jelas,1
"setiap buka aplikasi minta update aplikasi terus,",2
"heran sama JMO dari dulu sampe sekarang lemottttt!! pengkinian data juga ga bisa buat claim.. udah nunggu berminggu minggu tetap masalah juga.. tolong diperbaiki lagi sistemnya, offline pun diarahkan ke aplikasi, sementara aplikasi nya kek gini ga ada solusi dan tidak mempermudah!",1
bagus untuk mengetahui perkembangan JHT,5
baik,5
ok,5
sedap,5
good apk,5
kok gabisa di buka apk nya woi gawat kali ah,1
bagus,5
kalau klaim JHT harus dipermudah dong jangan dipersulit lah kita ini sesama orang Indonesia harus dipermudah ya,5
mantap,5
mantaf,5
malah gak bisa login,2
keren,5
pelayanan bagus,4
baik,5
keren,5
sangat membantu,5
mudah dan cepat,5
bagus,5
lancar lancar saja,5
"Aplikasi paling buruk saat ini, setelah update malah gak bisa masuk akun sendiri. mau ganti password tp email dianggap tdk terdaftar. penanganan masalah yg sangat lamban dan tdk ada solusi kepada pengguna aplikasi jmo.🤏🤏",1
membantu bagi kami peserta jmo,5
JMO aplikasi terbaik,5
mantaaaaap,5
bagus dan terbuka informasi,5
buka aplikasinya jadi lambat,1
baik,5
tiba tiba kartu digital tidak tersedia dan cek saldo tidak muncul nomor kpjnya,1
bagus bangat apknya,5
good,5
"kenapa lalu tidak bisa di instal, kejam kali lah",1
sangat membantu dan mempermudah,5
setiap mau buka apk harus selalu update dulu,1
keren,5
"Aplikasi sangat bagus... sangat mudah di pahami , dan saya tinggal menunggu pencairan",5
bagus,4
cukup membantu,3
bagus,3
sangat puas,5
gk bisa dibuka apk gk guna,5
sangat memuaskan,5
ini knp sii suruh perbarui tp dklik perbarui ga bs...pilihane buka dan uninstal...gt trs...hadeh....,4
mantap,5
mohon evaluasi kembali aplikasinya,1
puas,5
mantap,5
bagus,4
memudahkan untuk mendapatkan informasi.,5
kenapa ga bisa di buka,5
Bagus,5
"kenapa yang kerja baru 1bulan tidak dapat bantuan sedangkan yang lain dapat bantuan .. katanya yang gaji di bawa 3,5jt dapat bantuan semua,ko yang kerja 1 bulan tidak dapat sedangkan gaji di bawa 3,5jt ..",3
bermanfaat untuk memudahkan informasi,5
"memudah pengajuan, tanpa harus antri di kantor bpjs",5
akses mudah dan cepat,5
bagus tapi kalo banyak yg akses sering eror.,5
baik,5
mantap,5
AKURAT cepat,5
ok,5
sangat membantu,4
mantapp,5
terbaik,5
buruk,2
kartu digital TDK mau muncul padahal jaringan bagus,3
Aplikasi JMO mantap 👍🏻,5
"HP saya yang satu nya engga bisa di donlod aplikasi JMO, mohon bantuan nya segera",1
bagus,5
okee,5
ok,5
bagus,5
👍👍,5
bgus,5
baik,5
mempermudah,5
mantap 🫰,5
bagus,3
ok,5
bagus,5
Ribert ruwettt,1
terimakasih,4
Verry good,5
aplikasi rusak,1
memudahkan untuk pengecekan,5
keren 👍,5
Bagus sih aplikasi nya👍,5
ok,5
jmo lebih baik,5
bagus,5
baik,5
bagus cepet gpl jos lah,5
membantu rakyat kecil seperti saya,5
bagus cuma kadang tiba² minta pembaharuan padahal baru di update pembaharuan nya,4
mantappp..mempermudah semua nya,3
alhamdulilah y sehat selau,5
sangat membantu,4
aplikasi GK guna tidak bisa di akses,1
bagus,5
saya sangat sangat meapresiasi program bpjs ketenagakerjaan ini,5
"mantap, sangat bermanfaat",5
nice,5
baik,5
mantap,5
bagus pencairan bisa di sini,4
Mudah pengoperasiannya,5
"Error setiap kali mau dibuka, atau juga error setiap mau daftarkan akun",1
sangat membantu,4
"Aplikasi setelah di Perbaharui makin parah, malah gak bisa masuk ke halaman aplikasi,, mohon di bagusin lah aplikasi nya",1
bagus,5
mantap,5
aplikasi yang baik,5
oke,5
"aplikasi nya tidak relevan, tolong kembalikan sistem pengecekan jht seperti yang dulu...",1
membantu sekali,4
sangat bagus,5
"di suruh memperbarui terus, habis di perbarui ndak bisa",4
ok,5
Oke,5
love,5
bagus sangat membantu,5
mantap,4
👍🏼,3
sedikit membingungkan harus di ulik bru paham,4
oke,5
buat masuk kenapa gagal ya suruh unduh lagi,5
sangat membantu,5
sistem aplikasi JMO tolong dimaksimalkan lagi,4
Sangat bermanfaat!,5
aplikasi yg membantu dan mudah top,5
"data udah benar,tapi tetap gak bisa daftar, tolong lah jangan dipersulit, sudah banyak kritikan, tapi kenapa gak diperbaiki",2
bagusss,5
good jon,5
mantaap,4
mantab bagus,5
aplikasinya jelek kemarin aktif dan sekarang non aktif parah bangat.,3
👍,4
josss,5
ko sekarang setiap buka menu ada keterangan PASTIKAN INTERNET ANDA TERHUBUNG pdhl koneksi internet lancar jaya buat buka app lainnya...,1
"kenapa sekarang jmo susah buat klaim jht, sy sudah bolak balik ke kantor cabang namun tidak ada hasil, saya sudah seminggu klaim lewat aplikasi tp tidak bisa. sedangkan ke kantor cabang katanya aplikasi sedang error, segitu lamanya kah aplikasi error, tolong di perbaiki please......🙏🙏",4
aplikasi JMO tdk bisa di akses,4
bagus,3
sangat membatu dan puas,5
Terbaik,5
baik sekali,5
terrkonfirmasi secara lengkap,5
mudah2an aplikasi dapat dipakai dengan cepat dan benar,5
mantap..tp sayang selalu minta update terus,5
baik,4
akurat dan cepat,5
bagus,5
ok,5
bagus respon cepat,5
sangat bermanfaat,5
alhamdulillah saat mengalami kecelakaan kerja tertanggung sampai rehabilitasi,5
bagus sangat membantu,5
baik,3
mantap Luar biasa,5
mantap,3
bgus,5
ok,5
"sangat membantu, terima kasih. gbu",5
bagus sekali dalam menambah informasi tentang JHT dan Jaminan Ketenagakerjaan lainnya.,5
"bagiku ini apk sangat bagus,sngt membantuku saat melihat saldo JHT,,,,👍👍👍👍👍",4
pengecekan saldo lebih midah,5
sangat membantu,4
"langkah awal aja dipersulit, dak penting",1
bagus dan mudah,5
terima kasih 🙏 simple cepat cek saldo,5
sangat membantu,5
payah kebuka....3x diunduh ..garis hijau terus,1
bagus,5
bintang 1 dulu krna saldonya gamasuk2 woiiiiiii katanya 5 menit pencairan halahhh,1
"disuruh perbarui,tapi ga bisa dibuka.....Uda di update dan sering suruh perbarui tapi susah untuk masuk jmo",3
saya coba bener2 ok apa yaaaa,5
"ga jelass, setelah di update tetap gabisa dibuka, minta update lagi",1
terima kasih jmo sangat membantu sekali,5
Android 14 Blank,1
ok,4
good,3
baik,5
good,5
Terbaik,5
ok,5
sangat bagus aplikasinya dan sangat membantu,5
bagus,5
keren,5
sangat membantu,5
Sangat membantu,5
mantap,5
lebih mudah,5
aplikasi.nya sangat membantu.terimakasi jmo,4
mantap,5
👍👍👍,5
"Tolong sandi sya sudah bnr knpa disalahke terus woeeeeee,login bolak balekk capek cari ktp sma no bpjs ny",3
sangat baik dan membantu,5
bagus,5
ok,4
mending hapus aja . gak kena buka . suruh perbarui Mulu,1
mantap,5
top,5
bagus,5
apk bkerja dengan baik,5
oke,5
keren,5
sangat membantu,5
ini knp JMO nya ga bisa du buka ya? tolong dong solusi nya admin,3
sangat bagus dan membantu,5
blumbisa di buka,1
sangat membantu aplikasinya,5
mudah ga ribet trims JMO,5
"ijin bertanya, kok sy tdk dpt bsu ya, pdhal gajih saya dbawah 3,5jt.",3
kenapa di suruh perbarui malah ga bisa di buka ya....aneh pisan,5
bagus sangat bermanfaat semoga semakin sukses,5
baik,2
bagussssss,5
good,5
sangat baik,5
good jobs,5
mantap,5
sangat membantu,5
baik,5
Mantap,5
good,5
alhamdulilah sangat membantu,5
bagus,5
bagus,4
memermudah,4
sangat membantu sekali,4
guud,5
baik semoga lbih mudah pengkinian data lewat aplikasinya ya,5
gak bisa di gunakan,1
bagus,5
is the best,5
mantap,5
buat claim jht susah bener masalah eror. lah saldo anda kosong pdhal jga ada hadeeh,3
Sangat informatif,5
bagus sangat mmbantu,3
baik,5
jos,5
baik,5
bagus,5
jmo oke,5
baik,5
kpy tah malah kon perbaharui terus,5
terbaik,5
suka error parah,1
oke,5
sngat bermnfaat..,5
okee,5
bagus,5
baik,1
THN dpn dpn mau di proses habis kontrak,3
lebih baik dan canggih,5
👍,5
"Anggaran buat aplikasi ini kek nya cuman 1000, lemotnya minta ampun. jaringan kencang. aplikasi lambat.",1
"Tolong Buat IT yang buat aplikasi ini jangan terlalu tolol, masak sekelas apikasi pemerintahan Eror terus?? sudah masukin email dgn pass yg bener malah gak bisa,,padahal email udh di tautkan otomatis dengan passwordnya ,kok bisa salah ??? tolong di perbaiki bug,ni aplikasi dari pertama sampe sekarang gak ada bagus bagusnya..",1
"pengkinian data masih disuruh datang ke kantor bpjs, lha trus fungsinya aplikasi buat apa?? dari dulu aplikasi milik pemerintah memang sangat tidak kompeten",3
tidak bisa pengkinian data. terdapat bug & error,1
sangat membantu,5
"tdak bsa d buka jmo ku ,gmna cra slanjutnya",4
luar biasa,5
bagusss,2
hp lama saya rusak mau ngistal ke hp baru kok gak bisa,5
sudah diperbarui tetapi saat buka aplikasi minta diperbarui,1
"saya lupa akun SDH klik lupa akun cm suruh ganti sandi.sandi baru SDH d ganti....malah suruh klik lagi akun Gmail nya....justru LP akun y LP smw nya.untung"" no nya hp msh aktif. cara nya bagaimana ganti Gmail nya.tolong bagaimana lagi cara nya.sy mau cek ssh.",5
bintang tiga dulu,3
ngtes,4
gk ada bantuan rugi pakt gua,1
good aplikasi,5
mantap pisannnnn,5
Bagus sekali,5
aplikasi yg sangat membantu.. dgn data yang akurat dan mudah terkoneksi... terimakasih JMO,5
top markotop,5
wokeh,5
semoga lebih baik,3
Layanan terbaik,5
sudah reset akun kenapa tetap tidak bisa login,2
mantap,5
bagus,5
"Trimakasih telah menghadirkan JMO,",5
kenapa gak bisa di update aplikasinya gak bisa di perbarui,5
mantapp,4
saya tidak bisa log in karna pengkinian data yang sangat ribet,2
sangat membantu,5
👍,5
"Apakah aplikasi ini error? biasanya log in lancar, ini kok username dan pw salah mulu, sampai akun terblokir, username dan sandi sudah tersimpan di hp biasanya tinggal klik sudah masuk😢",5
baik,5
bagus,5
Baik,5
"apps pemerintah, web pemerintah tapi lemot , gagal terus setiap mau cek data2",1
"setelah di update malah ga bisa di buka? salah pasword padahal udah benar, kenapa ya?",5
kok malah muter2 terus di perbarui,5
Sangat bermanfaat sekali,5
bagus,5
sudah cukup baik,5
bagus,5
